,rank,title,studio,lifetime_gross,theaters,opening,theaters,release_date,genre
2676,12,Page One: A Year Inside the New York Times,Magn.,"$1,067,028",65,"$28,911",2,6/17/11,sundance2011
2677,13,Pariah,Focus,"$769,552",24,"$48,579",4,12/28/11,sundance2011
2678,14,POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,"$638,476",141,"$118,294",18,4/22/11,sundance2011
2679,15,The Future,RAtt.,"$568,662",31,"$27,137",1,7/29/11,sundance2011
2680,16,Circumstance,RAtt.,"$454,121",31,"$43,318",7,8/26/11,sundance2011
2681,17,Project Nim,RAtt.,"$411,184",22,"$25,820",4,7/8/11,sundance2011
2682,18,Sound of My Voice,FoxS,"$408,015",48,"$36,134",5,4/27/12,sundance2011
2683,19,Life in a Day,NGE,"$252,788",19,"$45,202",11,7/29/11,sundance2011
2684,20,Bellflower,Osci.,"$168,226",13,"$22,279",2,8/5/11,sundance2011
2685,21,The Last Mountain,Da.,"$122,961",7,"$17,570",2,6/3/11,sundance2011
2686,22,The Details,RTWC,"$63,595",73,"$18,528",14,11/2/12,sundance2011
2687,23,Salvation Boulevard,IFC,"$28,468",4,"$7,208",4,7/15/11,sundance2011
2688,24,The Ledge,IFC,"$9,216",2,"$5,176",2,7/8/11,sundance2011
2689,25,I Melt With You,Magn.,"$6,361",2,"$2,729",2,12/9/11,sundance2011
2690,26,Perfect Sense,IFC,"$2,959",1,"$1,567",1,2/3/12,sundance2011
2691,NaN,Collateral,DW,"$101,005,703","3,205","$24,701,458","3,188",8/6/04,taxi
2692,2,Conspiracy Theory,WB,"$75,982,834","2,806","$19,313,566","2,806",8/8/97,taxi
2693,3,The Fifth Element,Sony,"$63,820,180","2,500","$17,031,345","2,500",5/9/97,taxi
2694,4,The Tuxedo,DW,"$50,547,998","3,022","$15,051,028","3,022",9/27/02,taxi
2695,5,Taxi,Fox,"$36,611,066","3,001","$12,029,832","3,001",10/6/04,taxi
2696,6,Taxi Driver,Col.,"$28,262,574",-,n/a,-,2/7/76,taxi
2697,7,D.C. Cab,Uni.,"$16,134,627",908,"$1,564,530",862,12/16/83,taxi
2698,8,Night on Earth,FL,"$2,015,810",40,"$34,039",2,5/1/92,taxi
2699,9,Taxi 2,Lions,"$626,164",54,"$98,523",54,10/6/00,taxi
2700,10,Taxi 3,Chri.,"$497,208",37,"$288,000",37,5/30/03,taxi
2701,11,Taxi (1998),Lions,"$268,254",-,n/a,-,11/20/98,taxi
2702,12,Chicago Cab,Castle,"$23,946",2,"$2,947",1,9/11/98,taxi
2703,NaN,Twins,Uni.,"$111,938,388","1,659","$11,174,980","1,396",12/9/88,twins
2704,2,Jack and Jill,Sony,"$74,158,157","3,438","$25,003,575","3,438",11/11/11,twins
2705,3,The Parent Trap,BV,"$66,308,518","2,407","$11,148,497","2,247",7/31/98,twins
2706,4,The Man in the Iron Mask,MGM,"$56,968,902","3,101","$17,271,450","3,101",3/13/98,twins
2707,5,The One,SonR,"$43,905,746","2,894","$19,112,404","2,894",11/2/01,twins
2708,6,Big Business,BV,"$40,150,487","1,232","$6,112,577","1,167",6/10/88,twins
2709,7,Stuck on You,Fox,"$33,832,741","3,007","$9,411,055","3,003",12/12/03,twins
2710,8,Double Impact,Col.,"$30,102,717","1,747","$7,574,703","1,735",8/9/91,twins
2711,9,Adaptation.,Sony,"$22,498,520",672,"$384,478",7,12/6/02,twins
2712,10,Raising Cain,Uni.,"$21,370,057","1,698","$6,203,835","1,661",8/7/92,twins
2713,11,It Takes Two,WB,"$19,474,589","1,581","$5,564,147","1,581",11/17/95,twins
2714,12,A Kiss Before Dying,Uni.,"$15,429,177","1,546","$4,348,165","1,523",4/26/91,twins
2715,13,Maximum Risk,Sony,"$14,502,483","2,358","$5,612,707","2,358",9/13/96,twins
2716,14,New York Minute,WB,"$14,071,441","3,006","$5,962,106","3,006",5/7/04,twins
2717,15,Twin Dragons,Mira.,"$8,359,717","1,131","$2,829,990","1,129",4/9/99,twins
2718,16,Dead Ringers,Fox,"$8,038,508","1,048","$3,012,180","1,042",9/23/88,twins
2719,17,The Skeleton Twins,RAtt.,"$5,284,309",461,"$380,691",15,9/12/14,twins
2720,18,Dominick and Eugene,Orion,"$3,076,031",76,"$280,763",61,3/18/88,twins
2721,19,The Krays,Mira.,"$2,060,847",392,"$948,002",392,11/9/90,twins
2722,20,The Double Life of Veronique,Mira.,"$1,999,955",22,"$8,572",1,11/22/91,twins
2723,21,Legend,Uni.,"$1,872,994",107,"$86,836",4,11/20/15,twins
2724,22,"Twin Falls, Idaho",SPC,"$985,341",54,"$49,849",6,7/30/99,twins
2725,23,Equinox,IRS,"$279,627",8,"$6,310",1,6/11/93,twins
2726,24,Mercy Streets,Prov.,"$173,599",173,"$79,607",173,10/31/00,twins
2727,25,Hotel de Love,Live,"$165,845",42,"$50,947",18,2/7/97,twins
2728,26,Meet the Fokkens,KL,"$30,810",1,"$7,628",1,8/8/12,twins
2729,27,The Pretty One,Da.,"$13,769",5,"$1,484",1,2/7/14,twins
2730,NaN,Forrest Gump,Par.,"$330,252,182","2,365","$24,450,602","1,595",7/6/94,footballelements
2731,2,Jerry Maguire,Sony,"$153,952,592","2,531","$17,084,296","2,531",12/13/96,footballelements
2732,3,The Game Plan,BV,"$90,648,202","3,342","$22,950,971","3,103",9/28/07,footballelements
2733,4,Heaven Can Wait (1978),Par.,"$81,640,278",540,"$3,652,486",540,6/28/78,footballelements
2734,5,Ace Ventura: Pet Detective,WB,"$72,217,396","1,963","$12,115,105","1,750",2/4/94,footballelements
2735,6,The Last Boy Scout,WB,"$59,509,925","1,823","$7,923,669","1,823",12/13/91,footballelements
2736,7,Not Another Teen Movie,Sony,"$38,252,284","2,365","$12,615,116","2,365",12/14/01,footballelements
2737,8,The New Guy,SonR,"$29,760,152","2,687","$9,007,833","2,687",5/10/02,footballelements
2738,9,crazy/beautiful,BV,"$16,937,988","1,603","$4,715,060","1,601",6/29/01,footballelements
2739,10,Black Sunday,Par.,"$15,769,322",-,n/a,-,3/31/77,footballelements
2740,11,School Ties,Par.,"$14,715,067",806,"$3,020,071",595,9/18/92,footballelements
2741,12,Lucas,Fox,"$8,200,000",629,"$1,250,101",628,3/28/86,footballelements
2742,13,Dazed and Confused,Gram.,"$7,993,039",214,"$918,127",183,9/24/93,footballelements
2743,14,Wolves,KE,"$12,139",12,n/a,-,11/14/14,footballelements
2744,NaN,Saw II,Lions,"$87,039,965","2,949","$31,725,652","2,949",10/28/05,horrortorture
2745,2,The Texas Chainsaw Massacre,NL,"$80,571,655","3,018","$28,094,014","3,016",10/17/03,horrortorture
2746,3,Saw III,LGF,"$80,238,724","3,167","$33,610,391","3,167",10/27/06,horrortorture
2747,4,Saw IV,LGF,"$63,300,095","3,183","$31,756,764","3,183",10/26/07,horrortorture
2748,5,Saw V,LGF,"$56,746,769","3,084","$30,053,954","3,060",10/24/08,horrortorture
2749,6,Saw,Lions,"$56,000,369","2,467","$18,276,468","2,315",10/29/04,horrortorture
2750,7,The Strangers,Rog.,"$52,597,610","2,477","$20,997,985","2,466",5/30/08,horrortorture
2751,8,Hostel,Lions,"$47,326,473","2,337","$19,556,099","2,195",1/6/06,horrortorture
2752,9,Saw 3D,LGF,"$45,710,178","2,808","$22,530,123","2,808",10/29/10,horrortorture
2753,10,The Hills Have Eyes,FoxS,"$41,778,863","2,621","$15,708,512","2,620",3/10/06,horrortorture
2754,11,The Texas Chainsaw Massacre: The Beginning,NL,"$39,517,763","2,820","$18,508,228","2,820",10/6/06,horrortorture
2755,12,The Last House on the Left (2009),Uni.,"$32,752,215","2,402","$14,118,685","2,401",3/13/09,horrortorture
2756,13,Saw VI,LGF,"$27,693,292","3,036","$14,118,444","3,036",10/23/09,horrortorture
2757,14,The Hills Have Eyes 2,FoxA,"$20,804,166","2,465","$9,686,362","2,447",3/23/07,horrortorture
2758,15,Vacancy,SGem,"$19,363,565","2,551","$7,603,376","2,551",4/20/07,horrortorture
2759,16,Hostel Part II,LGF,"$17,609,452","2,350","$8,203,391","2,350",6/8/07,horrortorture
2760,17,The Devil's Rejects,Lions,"$17,044,981","1,757","$7,067,335","1,757",7/22/05,horrortorture
2761,18,The Hitcher (2007),Rog.,"$16,472,961","2,836","$7,818,239","2,831",1/19/07,horrortorture
2762,19,Wolf Creek,W/Dim.,"$16,188,180","1,761","$2,805,754","1,749",12/25/05,horrortorture
2763,20,"House of 1,000 Corpses",Lions,"$12,634,962",847,"$3,460,666",595,4/11/03,horrortorture
2764,21,The Collector,Free,"$7,712,114","1,325","$3,576,296","1,325",7/31/09,horrortorture
2765,22,Turistas,FoxA,"$7,027,762","1,572","$3,582,554","1,570",12/1/06,horrortorture
2766,23,High Tension,Lions,"$3,681,066","1,323","$1,897,705","1,323",6/10/05,horrortorture
2767,24,Captivity,ADF,"$2,626,800","1,061","$1,429,100","1,061",7/13/07,horrortorture
2768,25,Funny Games,WIP,"$1,294,919",288,"$544,833",286,3/14/08,horrortorture
2769,26,Strangeland,Art.,"$713,239",315,"$373,288",315,10/2/98,horrortorture
2770,27,Cube,Trim.,"$501,818",24,"$57,147",16,9/11/98,horrortorture
2771,28,Chaos,Din.,"$10,289",2,n/a,-,8/10/05,horrortorture
2772,29,Eden Lake,TRR,"$7,321",10,"$5,824",10,10/31/08,horrortorture
2773,30,Freeze Frame,First,"$1,100",1,"$1,100",1,12/10/04,horrortorture
2774,31,The Dark Hours,N/A,$423,1,$338,1,10/13/05,horrortorture
2775,-,Amusement,PicH,n/a,-,n/a,-,N/A,horrortorture
2776,NaN,Men in Black,Sony,"$250,690,539","3,180","$51,068,455","3,020",7/2/97,scificomedy
2777,2,Men in Black II,Sony,"$190,418,803","3,641","$52,148,751","3,557",7/3/02,scificomedy
2778,3,MIB 3,Sony,"$179,020,854","4,248","$54,592,779","4,248",5/25/12,scificomedy
2779,4,"Honey, I Shrunk the Kids",BV,"$130,724,172","1,498","$14,262,961","1,371",6/23/89,scificomedy
2780,5,The Nutty Professor (1996),Uni.,"$128,814,019","2,239","$25,411,725","2,115",6/28/96,scificomedy
2781,6,The Nutty Professor II: The Klumps,Uni.,"$123,309,890","3,251","$42,518,830","3,242",7/28/00,scificomedy
2782,7,Twins,Uni.,"$111,938,388","1,659","$11,174,980","1,396",12/9/88,scificomedy
2783,8,Flubber,BV,"$92,977,226","2,679","$26,725,207","2,641",11/26/97,scificomedy
2784,9,Galaxy Quest,DW,"$71,583,916","2,450","$7,012,630","2,412",12/25/99,scificomedy
2785,10,The Stepford Wives,Par.,"$59,484,742","3,057","$21,406,781","3,057",6/11/04,scificomedy
2786,11,"Honey, I Blew Up the Kid",BV,"$58,662,452","2,429","$11,083,318","2,311",7/17/92,scificomedy
2787,12,Bicentennial Man,BV,"$58,223,861","2,767","$8,234,926","2,518",12/17/99,scificomedy
2788,13,The Hitchhiker's Guide to the Galaxy,BV,"$51,085,416","3,133","$21,103,203","3,133",4/29/05,scificomedy
2789,14,Hot Tub Time Machine,MGM,"$50,287,556","2,771","$14,020,502","2,754",3/26/10,scificomedy
2790,15,Short Circuit,TriS,"$40,697,761","1,310","$5,346,808","1,033",5/9/86,scificomedy
2791,16,Bill & Ted's Excellent Adventure,Orion,"$40,485,039","1,321","$6,167,651","1,196",2/17/89,scificomedy
2792,17,Evolution,DW,"$38,345,494","2,613","$13,408,351","2,611",6/8/01,scificomedy
2793,18,Spaceballs,MGM,"$38,119,483","1,389","$6,613,837","1,384",6/26/87,scificomedy
2794,19,Mars Attacks!,WB,"$37,771,017","1,955","$9,384,272","1,955",12/13/96,scificomedy
2795,20,Paul,Uni.,"$37,412,945","2,806","$13,043,310","2,802",3/18/11,scificomedy
2796,21,My Favorite Martian,BV,"$36,850,101","2,349","$8,828,586","2,275",2/12/99,scificomedy
2797,22,Junior,Uni.,"$36,763,355","1,896","$9,803,145","1,749",11/23/94,scificomedy
2798,23,The Watch,Fox,"$35,353,000","3,168","$12,750,297","3,168",7/27/12,scificomedy
2799,24,Eternal Sunshine of the Spotless Mind,Focus,"$34,400,301","1,357","$8,175,198","1,353",3/19/04,scificomedy
2800,25,Airplane II: The Sequel,Par.,"$27,150,534","1,300","$5,329,208","1,150",12/10/82,scificomedy
2801,26,The World's End,Focus,"$26,004,851","1,553","$8,811,790","1,551",8/23/13,scificomedy
2802,27,Innerspace,WB,"$25,893,810","1,603","$4,739,913","1,603",7/3/87,scificomedy
2803,28,Her (2013),WB,"$25,568,251","1,729","$260,382",6,12/18/13,scificomedy
2804,29,Weird Science,Uni.,"$23,834,048","1,172","$4,895,421","1,158",8/2/85,scificomedy
2805,30,Short Circuit 2,TriS,"$21,630,088","1,348","$3,843,067","1,346",7/8/88,scificomedy
2806,31,Coneheads,Par.,"$21,274,717","1,978","$7,100,501","1,978",7/23/93,scificomedy
2807,32,Multiplicity,Sony,"$21,075,014","2,134","$5,075,340","2,134",7/19/96,scificomedy
2808,33,Zapped!,Emb,"$16,897,768",777,"$823,548",200,7/23/82,scificomedy
2809,34,Howard the Duck,Uni.,"$16,295,774","1,563","$5,070,136","1,554",8/1/86,scificomedy
2810,35,Rocket Man,BV,"$15,448,043","1,867","$4,472,937","1,836",10/10/97,scificomedy
2811,36,Spaced Invaders,BV,"$15,369,573","1,845","$4,474,336","1,821",4/27/90,scificomedy
2812,37,Memoirs of an Invisible Man,WB,"$14,358,033","1,753","$4,601,954","1,753",2/28/92,scificomedy
2813,38,Ice Pirates,MGM,"$14,255,801","1,175","$4,358,022","1,175",3/16/84,scificomedy
2814,39,My Stepmother is an Alien,Col.,"$13,854,000","1,148","$2,066,980","1,106",12/9/88,scificomedy
2815,40,Hot Tub Time Machine 2,Par.,"$12,314,651","2,901","$5,963,324","2,880",2/20/15,scificomedy
2816,41,Meet Dave,Fox,"$11,803,254","3,011","$5,251,918","3,011",7/11/08,scificomedy
2817,42,The Man with Two Brains,WB,"$10,353,438","1,203","$3,498,931","1,203",6/3/83,scificomedy
2818,43,What Planet Are You From?,Sony,"$6,291,602","2,248","$3,008,746","2,248",3/3/00,scificomedy
2819,44,The Adventures of Buckaroo Banzai,Fox,"$6,254,148",236,"$620,279",236,8/10/84,scificomedy
2820,45,Creator,Uni.,"$5,349,607",820,"$2,019,728",820,9/20/85,scificomedy
2821,46,The Adventures of Pluto Nash,WB,"$4,420,080","2,320","$2,182,900","2,320",8/16/02,scificomedy
2822,47,My Science Project,BV,"$4,122,748","1,003","$1,504,118","1,003",8/9/85,scificomedy
2823,48,Tank Girl,MGM,"$4,064,495","1,363","$2,018,183","1,341",3/31/95,scificomedy
2824,49,Safety Not Guaranteed,FD,"$4,010,957",182,"$97,762",9,6/8/12,scificomedy
2825,50,Earth Girls Are Easy,Vest,"$3,916,303",317,"$892,742",317,5/12/89,scificomedy
2826,51,The Brother From Another Planet,Cinc,"$3,677,209",-,n/a,-,9/7/84,scificomedy
2827,52,Robot & Frank,Gold.,"$3,325,038",209,"$35,539",2,8/17/12,scificomedy
2828,53,Mom and Dad Save the World,WB,"$2,034,470",904,"$984,627",904,7/24/92,scificomedy
2829,54,Making Mr. Right,Orion,"$1,584,970",296,"$444,756",296,4/10/87,scificomedy
2830,55,Lazer Team,Ampl.,"$1,186,426",35,"$108,586",35,1/27/16,scificomedy
2831,56,Attack the Block,SGem,"$1,024,175",66,"$139,506",8,7/29/11,scificomedy
2832,57,Mystery Science Theater 3000,Gram.,"$1,007,306",26,"$206,328",26,4/19/96,scificomedy
2833,58,Amazon Women on the Moon,Uni.,"$548,696",50,"$171,723",50,9/18/87,scificomedy
2834,59,Idiocracy,Fox,"$444,093",130,"$124,367",130,9/1/06,scificomedy
2835,60,Morons from Outer Space,Uni.,"$441,137",-,n/a,-,9/20/85,scificomedy
2836,61,Joker,UTV,"$169,181",74,"$105,366",74,8/31/12,scificomedy
2837,62,Martians Go Home,Tau,"$129,778",155,"$129,778",155,4/20/90,scificomedy
2838,63,Iron Sky,EOne,"$122,082",8,n/a,-,7/25/12,scificomedy
2839,64,Kaboom,IFC,"$118,919",12,"$13,714",1,1/28/11,scificomedy
2840,65,Alien Trespass,RAtt.,"$104,526",40,"$43,437",40,4/3/09,scificomedy
2841,66,Evil Bong 3-D,FMP,"$91,260",1,"$24,775",1,4/8/11,scificomedy
2842,67,Decoys,Lions,"$84,733",55,"$84,733",55,2/27/04,scificomedy
2843,68,The Pickle,Col.,"$84,471",40,"$45,570",40,4/30/93,scificomedy
2844,69,Turbo Kid,EpicPics,"$67,132",31,"$31,428",26,8/28/15,scificomedy
2845,70,Doin' Time on Planet Earth,Can.,"$29,576",-,n/a,-,9/16/88,scificomedy
2846,71,Freaked,Fox,"$29,296",2,"$6,957",2,10/1/93,scificomedy
2847,72,The Ghastly Love of Johnny X,Strand,"$2,436",2,$86,1,10/26/12,scificomedy
2848,-,Frequently Asked Questions About Time Travel,PicH,n/a,-,n/a,-,N/A,scificomedy
2849,NaN,Shrek 2,DW,"$441,226,247","4,223","$108,037,878","4,163",5/19/04,computeranimation
2850,2,Toy Story 3,BV,"$415,004,880","4,028","$110,307,189","4,028",6/18/10,computeranimation
2851,3,Finding Dory,BV,"$402,229,243","4,305","$135,060,273","4,305",6/17/16,computeranimation
2852,4,Frozen,BV,"$400,738,009","3,742","$243,390",1,11/22/13,computeranimation
2853,5,Finding Nemo,BV,"$380,843,261","3,425","$70,251,710","3,374",5/30/03,computeranimation
2854,6,Despicable Me 2,Uni.,"$368,061,265","4,003","$83,517,315","3,997",7/3/13,computeranimation
2855,7,Inside Out,BV,"$356,461,711","4,158","$90,440,272","3,946",6/19/15,computeranimation
2856,8,Zootopia,BV,"$340,855,247","3,959","$75,063,401","3,827",3/4/16,computeranimation
2857,9,Minions,Uni.,"$336,045,770","4,311","$115,718,405","4,301",7/10/15,computeranimation
2858,10,Shrek the Third,P/DW,"$322,719,944","4,172","$121,629,270","4,122",5/18/07,computeranimation
2859,11,Up,BV,"$293,004,164","3,886","$68,108,790","3,766",5/29/09,computeranimation
2860,12,"Monsters, Inc.",BV,"$289,916,256","3,649","$62,577,067","3,237",11/2/01,computeranimation
2861,13,Monsters University,BV,"$268,492,764","4,004","$82,429,469","4,004",6/21/13,computeranimation
2862,14,Shrek,DW,"$267,665,011","3,715","$42,347,760","3,587",5/16/01,computeranimation
2863,15,The Incredibles,BV,"$261,441,092","3,933","$70,467,623","3,933",11/5/04,computeranimation
2864,16,The LEGO Movie,WB,"$257,760,692","3,890","$69,050,279","3,775",2/7/14,computeranimation
2865,17,Despicable Me,Uni.,"$251,513,985","3,602","$56,397,125","3,476",7/9/10,computeranimation
2866,18,Toy Story 2,BV,"$245,852,179","3,257","$300,163",1,11/19/99,computeranimation
2867,19,Cars,BV,"$244,082,982","3,988","$60,119,509","3,985",6/9/06,computeranimation
2868,20,Shrek Forever After,P/DW,"$238,736,787","4,386","$70,838,207","4,359",5/21/10,computeranimation
2869,21,Brave,BV,"$237,283,207","4,164","$66,323,594","4,164",6/22/12,computeranimation
2870,22,WALL-E,BV,"$223,808,164","3,992","$63,087,526","3,992",6/27/08,computeranimation
2871,23,Big Hero 6,BV,"$222,527,828","3,773","$56,215,889","3,761",11/7/14,computeranimation
2872,24,How to Train Your Dragon,P/DW,"$217,581,231","4,060","$43,732,319","4,055",3/26/10,computeranimation
2873,25,Madagascar 3: Europe's Most Wanted,P/DW,"$216,391,482","4,263","$60,316,738","4,258",6/8/12,computeranimation
2874,26,Kung Fu Panda,P/DW,"$215,434,591","4,136","$60,239,130","4,114",6/6/08,computeranimation
2875,27,Dr. Seuss' The Lorax,Uni.,"$214,030,500","3,769","$70,217,070","3,729",3/2/12,computeranimation
2876,28,Ratatouille,BV,"$206,445,654","3,940","$47,027,395","3,940",6/29/07,computeranimation
2877,29,Tangled,BV,"$200,821,936","3,603","$48,767,052","3,603",11/24/10,computeranimation
2878,30,Monsters Vs. Aliens,P/DW,"$198,351,526","4,136","$59,321,095","4,104",3/27/09,computeranimation
2879,31,Happy Feet,WB,"$198,000,317","3,804","$41,533,432","3,804",11/17/06,computeranimation
2880,32,Ice Age: Dawn of the Dinosaurs,Fox,"$196,573,705","4,102","$41,690,382","4,099",7/1/09,computeranimation
2881,33,Ice Age: The Meltdown,Fox,"$195,330,621","3,969","$68,033,544","3,964",3/31/06,computeranimation
2882,34,Madagascar,DW,"$193,595,521","4,142","$47,224,594","4,131",5/27/05,computeranimation
2883,35,Toy Story,BV,"$191,796,233","2,574","$29,140,617","2,457",11/22/95,computeranimation
2884,36,Cars 2,BV,"$191,452,396","4,115","$66,135,507","4,115",6/24/11,computeranimation
2885,37,Wreck-It Ralph,BV,"$189,422,889","3,752","$49,038,712","3,752",11/2/12,computeranimation
2886,38,The Croods,Fox,"$187,168,425","4,065","$43,639,736","4,046",3/22/13,computeranimation
2887,39,The Polar Express,WB,"$183,373,735","3,650","$23,323,463","3,650",11/10/04,computeranimation
2888,40,Madagascar: Escape 2 Africa,P/DW,"$180,010,950","4,065","$63,106,589","4,056",11/7/08,computeranimation
2889,41,Home (2015),Fox,"$177,397,510","3,801","$52,107,731","3,708",3/27/15,computeranimation
2890,42,How to Train Your Dragon 2,Fox,"$177,002,924","4,268","$49,451,322","4,253",6/13/14,computeranimation
2891,43,Ice Age,Fox,"$176,387,405","3,345","$46,312,454","3,316",3/15/02,computeranimation
2892,44,Hotel Transylvania 2,Sony,"$169,700,110","3,768","$48,464,322","3,754",9/25/15,computeranimation
2893,45,Kung Fu Panda 2,P/DW,"$165,249,063","3,952","$47,656,302","3,925",5/26/11,computeranimation
2894,46,A Bug's Life,BV,"$162,798,565","2,773","$291,121",1,11/20/98,computeranimation
2895,47,Ice Age: Continental Drift,Fox,"$161,321,843","3,886","$46,629,259","3,881",7/13/12,computeranimation
2896,48,Shark Tale,DW,"$160,861,908","4,070","$47,604,606","4,016",10/1/04,computeranimation
2897,49,Over the Hedge,P/DW,"$155,019,340","4,093","$38,457,003","4,059",5/19/06,computeranimation
2898,50,Dr. Seuss' Horton Hears a Who!,Fox,"$154,529,439","3,961","$45,012,998","3,954",3/14/08,computeranimation
2899,51,Puss in Boots,P/DW,"$149,260,504","3,963","$34,077,439","3,952",10/28/11,computeranimation
2900,52,Megamind,P/DW,"$148,415,853","3,949","$46,016,833","3,944",11/5/10,computeranimation
2901,53,Hotel Transylvania,Sony,"$148,313,048","3,375","$42,522,194","3,349",9/28/12,computeranimation
2902,54,Rio,Fox,"$143,619,809","3,842","$39,225,962","3,826",4/15/11,computeranimation
2903,55,Kung Fu Panda 3,Fox,"$143,497,630","3,987","$41,282,042","3,955",1/29/16,computeranimation
2904,56,A Christmas Carol (2009),BV,"$137,855,863","3,683","$30,051,075","3,683",11/6/09,computeranimation
2905,57,Dinosaur,BV,"$137,748,063","3,319","$38,854,851","3,257",5/19/00,computeranimation
2906,58,Chicken Little,BV,"$135,386,665","3,658","$40,049,778","3,654",11/4/05,computeranimation
2907,59,Rio 2,Fox,"$131,538,435","3,975","$39,327,869","3,948",4/11/14,computeranimation
2908,60,The Peanuts Movie,Fox,"$130,178,411","3,902","$44,213,073","3,897",11/6/15,computeranimation
2909,61,Robots,Fox,"$128,200,012","3,776","$36,045,301","3,776",3/11/05,computeranimation
2910,62,Bee Movie,P/DW,"$126,631,277","3,984","$38,021,044","3,928",11/2/07,computeranimation
2911,63,Cloudy with a Chance of Meatballs,Sony,"$124,870,275","3,119","$30,304,648","3,119",9/18/09,computeranimation
2912,64,Rango,Par.,"$123,477,607","3,923","$38,079,323","3,917",3/4/11,computeranimation
2913,65,The Good Dinosaur,BV,"$123,087,120","3,749","$39,155,217","3,749",11/25/15,computeranimation
2914,66,Cloudy with a Chance of Meatballs 2,Sony,"$119,793,567","4,001","$34,017,930","4,001",9/27/13,computeranimation
2915,67,Bolt,BV,"$114,053,579","3,654","$26,223,128","3,651",11/21/08,computeranimation
2916,68,Mr. Peabody & Sherman,Fox,"$111,506,430","3,951","$32,207,057","3,934",3/7/14,computeranimation
2917,69,Epic,Fox,"$107,518,682","3,894","$33,531,068","3,882",5/24/13,computeranimation
2918,70,The Angry Birds Movie,Sony,"$105,936,416","3,932","$38,155,177","3,932",5/20/16,computeranimation
2919,71,Rise of the Guardians,P/DW,"$103,412,758","3,672","$23,773,465","3,653",11/21/12,computeranimation
2920,72,Gnomeo and Juliet,BV,"$99,967,670","3,037","$25,356,909","2,994",2/11/11,computeranimation
